"","temp","wd","ws","atmos_pres","dew_point","rh","ceil_hgt","visibility","aa1_1","aa1_2","aa1_3","aa1_4","year","month","day","timestamp"
"2382",-1.7,330,2.6,1004,-2.2,96.4,61,1207,1,0,"9","5",2019,4,10,"05:00"
"2383",-2,320,2.6,1004.6,-2.2,96.4,61,2816,1,0,"9","5",2019,4,10,"06:00"
"2384",-1.7,330,2.1,1005.1,-2.2,96.4,122,4023,1,0,"2","1",2019,4,10,"07:00"
"2385",-1.7,330,3.1,1006,-2.2,96.4,152,16093,1,0,"2","1",2019,4,10,"08:00"
"2386",-1.1,330,4.6,1006.4,-2.2,92.2,305,16093,1,0,"9","5",2019,4,10,"09:00"
"2387",0.6,320,4.6,1006.9,-1.7,84.6,792,16093,1,0,"9","5",2019,4,10,"10:00"
"2388",1.1,340,5.1,1007.3,-2.2,78.6,732,16093,1,0,"9","5",2019,4,10,"11:00"
"2389",1.7,340,6.2,1007.4,-2.8,72,823,16093,1,0,"9","5",2019,4,10,"12:00"
"2390",2,320,5.7,1008,-3,69.5,792,16093,1,0,"9","5",2019,4,10,"13:00"
"2391",2.8,350,6.2,1008.7,-2.8,66.6,823,16093,1,0,"9","5",2019,4,10,"14:00"
"2392",2.8,350,7.2,1008.8,-3.3,64.2,1006,16093,1,0,"9","5",2019,4,10,"15:00"
"2393",2.8,350,7.2,1009.7,-3.3,64.2,1158,16093,1,0,"9","5",2019,4,10,"16:00"
"2394",2.2,340,5.7,1010.8,-3.3,67,1250,16093,1,0,"9","5",2019,4,10,"17:00"
"2395",2.8,310,5.1,1011.7,-3.9,61.4,1158,16093,1,0,"9","5",2019,4,10,"18:00"
"2396",1.7,300,5.1,1012.8,-3.9,66.4,1097,16093,1,0,"9","5",2019,4,10,"19:00"
"2397",1.1,300,5.1,1013.7,-4.4,66.7,1676,16093,1,0,"9","5",2019,4,10,"20:00"
"2398",1.1,290,3.1,1014.2,-5.6,61,1676,16093,1,0,"9","5",2019,4,10,"21:00"
"2399",0.6,280,2.6,1014.5,-5.6,63.2,1829,16093,1,0,"9","5",2019,4,10,"22:00"
"2400",-0.6,280,3.6,1014.5,-5.6,68.9,22000,16093,1,0,"9","5",2019,4,10,"23:00"
"2401",-0.6,270,4.1,1015.2,-5.6,68.9,22000,16093,1,0,"9","5",2019,4,11,"00:00"
"2402",-0.6,260,3.6,1015.8,-5.6,68.9,22000,16093,1,0,"2","5",2019,4,11,"01:00"
"2403",-0.6,270,4.1,1016.1,-5.6,68.9,22000,16093,1,0,"9","5",2019,4,11,"02:00"
"2404",-1.1,270,3.1,1016.3,-5.6,71.5,22000,16093,1,0,"9","5",2019,4,11,"03:00"
"2405",-1.7,300,3.1,1016.3,-6.1,71.9,22000,16093,1,0,"9","5",2019,4,11,"04:00"
"2406",-1.7,290,3.1,1016.8,-6.7,68.7,22000,16093,1,0,"9","5",2019,4,11,"05:00"
"2407",-1.7,280,3.6,1018.1,-7.8,63.1,22000,16093,1,0,"9","5",2019,4,11,"06:00"
"2408",-1.1,280,4.6,1019,-8.3,58.1,22000,16093,1,0,"9","5",2019,4,11,"07:00"
"2409",0.6,300,4.6,1019.7,-9.4,47.1,22000,16093,1,0,"9","5",2019,4,11,"08:00"
"2410",2.2,290,3.6,1020.3,-9.4,42,22000,16093,1,0,"9","5",2019,4,11,"09:00"
"2411",4.4,999,3.1,1020.5,-9.4,36,22000,16093,1,0,"9","5",2019,4,11,"10:00"
"2412",5.6,310,4.1,1021.1,-8.9,34.4,22000,16093,1,0,"9","5",2019,4,11,"11:00"
"2413",6.1,360,2.6,1021.4,-8.3,34.8,22000,16093,1,0,"9","5",2019,4,11,"12:00"
"2414",7.2,330,4.1,1021.3,-7.8,33.6,22000,16093,1,0,"9","5",2019,4,11,"13:00"
"2415",8.3,330,2.6,1021.6,-7.2,32.6,22000,16093,1,0,"9","5",2019,4,11,"14:00"
"2416",9.4,260,3.1,1021.6,-6.1,33,22000,16093,1,0,"9","5",2019,4,11,"15:00"
"2417",9.4,280,4.6,1021.2,-5,35.8,22000,16093,1,0,"9","5",2019,4,11,"16:00"
"2418",9.4,260,4.6,1022.3,-5.6,34.2,22000,16093,1,0,"9","5",2019,4,11,"17:00"
"2419",9.4,270,2.1,1022.8,-5.6,34.2,22000,16093,1,0,"9","5",2019,4,11,"18:00"
"2420",8.3,270,2.6,1023.3,-5,38.6,22000,16093,1,0,"9","5",2019,4,11,"19:00"
"2421",6.7,260,2.6,1023.7,-4.4,45,22000,16093,1,0,"9","5",2019,4,11,"20:00"
"2422",6.1,280,2.1,1024.6,-4.4,46.9,22000,16093,1,0,"9","5",2019,4,11,"21:00"
"2423",5,290,2.6,1024.9,-4.4,50.6,22000,16093,1,0,"9","5",2019,4,11,"22:00"
"2424",4.4,320,2.1,1025.1,-4.4,52.8,22000,16093,1,0,"9","5",2019,4,11,"23:00"
"2425",3.9,320,1.5,1025.6,-4.4,54.7,22000,16093,1,0,"9","5",2019,4,12,"00:00"
"2426",2.8,999,0,1025.8,-4.4,59.1,22000,16093,1,0,"9","5",2019,4,12,"01:00"
"2427",1.1,250,1.5,1026,-3.9,69.3,22000,16093,1,0,"9","5",2019,4,12,"02:00"
"2428",1.7,999,0,1025.7,-3.9,66.4,22000,16093,1,0,"9","5",2019,4,12,"03:00"
"2429",0,999,0,1026,-3.3,78.5,22000,16093,1,0,"9","5",2019,4,12,"04:00"
"2430",0,999,0,1026.2,-2.8,81.4,22000,16093,1,0,"9","5",2019,4,12,"05:00"
"2431",1.1,999,0,1026.7,-2.8,75.2,3048,16093,1,0,"9","5",2019,4,12,"06:00"
"2432",0.6,999,0,1027.4,-3.3,75.1,2896,16093,1,0,"9","5",2019,4,12,"07:00"
"2433",2.8,999,0,1027.4,-1.7,72.3,2743,16093,1,0,"9","5",2019,4,12,"08:00"
"2434",3.9,999,0,1027.6,-1.7,66.9,2591,16093,1,0,"9","5",2019,4,12,"09:00"
"2435",5,150,1.5,1027.3,-2.2,59.7,2134,16093,1,0,"9","5",2019,4,12,"10:00"
"2436",7.2,150,2.6,1027.2,-2.2,51.3,2134,16093,1,0,"9","5",2019,4,12,"11:00"
"2437",9.4,999,2.6,1026.5,-2.2,44.2,1676,16093,1,0,"9","5",2019,4,12,"12:00"
"2438",10,999,2.1,1026.2,-3.9,37.4,1463,16093,1,0,"9","5",2019,4,12,"13:00"
"2439",8.9,999,2.6,1025.9,-3.9,40.3,1219,16093,1,0,"9","5",2019,4,12,"14:00"
"2440",8.3,170,3.1,1025.1,-3.9,41.9,1067,16093,1,0,"9","5",2019,4,12,"15:00"
"2441",7.8,999,3.1,1024.4,-3.9,43.4,1006,16093,1,0,"9","5",2019,4,12,"16:00"
"2442",7.2,999,2.1,1023.8,-1.1,55.6,884,16093,1,0,"9","5",2019,4,12,"17:00"
"2443",6.7,170,3.1,1023.2,1.7,70.4,792,16093,1,0,"9","5",2019,4,12,"18:00"
"2444",6.1,190,5.1,1023,-0.6,62.2,762,16093,1,0,"9","5",2019,4,12,"19:00"
"2445",5.6,190,3.6,1023.1,-1.1,62.1,701,16093,1,0,"9","5",2019,4,12,"20:00"
"2446",5,180,3.1,1022.7,0.6,73.2,732,16093,1,0,"9","5",2019,4,12,"21:00"
"2447",5,180,4.1,1021.9,1.1,75.9,732,16093,1,0,"9","5",2019,4,12,"22:00"
"2448",5,180,3.1,1020.3,1.7,79.2,640,16093,1,0,"9","5",2019,4,12,"23:00"
"2449",4.4,180,3.6,1019.3,3,86.9,244,16093,1,0,"2","1",2019,4,13,"00:00"
"2450",4.4,190,2.6,1018.7,3.9,96.6,122,12875,1,0,"2","1",2019,4,13,"01:00"
"2451",5,190,2.1,1017.7,4.4,95.9,61,1207,1,0,"2","1",2019,4,13,"02:00"
"2452",5,190,3.1,1016.8,5,100,61,805,1,0.5,"9","5",2019,4,13,"03:00"
"2453",5,999,2.1,1016.3,5,100,61,805,1,0,"2","5",2019,4,13,"04:00"
"2454",5,210,1.5,1016.3,5,100,61,805,1,0,"9","5",2019,4,13,"05:00"
"2455",5,180,0,1016.1,5,100,61,402,1,0,"2","1",2019,4,13,"06:00"
"2456",5.6,170,2.1,1016.5,5.6,100,61,402,1,0,"2","5",2019,4,13,"07:00"
"2457",5.6,180,0,1016.9,5.6,96.6,91,805,1,0,"2","1",2019,4,13,"08:00"
"2458",6.1,200,0,1016.6,6.1,96.6,91,4828,1,0,"2","1",2019,4,13,"09:00"
"2459",7.8,180,2.1,1016,7.8,100,122,8047,1,0,"9","5",2019,4,13,"10:00"
"2460",8.3,170,1.5,1015.3,8.3,96.1,61,1207,1,0,"9","5",2019,4,13,"11:00"
"2461",11.1,999,0,1014.9,10.6,96.1,61,8047,1,0,"9","5",2019,4,13,"12:00"
"2462",13.3,999,3.1,1014.5,12.2,90.1,152,16093,1,0,"9","5",2019,4,13,"13:00"
"2463",15.6,200,2.6,1013.5,12.8,77.8,335,16093,1,0,"9","5",2019,4,13,"14:00"
"2464",20,240,5.1,1012.2,12.8,63.2,22000,16093,1,0,"9","5",2019,4,13,"15:00"
"2465",21.1,240,5.7,1011.6,11.1,52.8,22000,16093,1,0,"9","5",2019,4,13,"16:00"
"2466",21.1,240,4.6,1011,8.9,45.6,22000,16093,1,0,"9","5",2019,4,13,"17:00"
"2467",20.6,210,4.6,1011.1,10,50.6,22000,16093,1,0,"9","5",2019,4,13,"18:00"
"2468",16.1,170,3.1,1011.5,11.7,75.2,22000,16093,1,0,"9","5",2019,4,13,"19:00"
"2469",13.9,190,2.6,1011.9,11.1,83.2,22000,16093,1,0,"9","5",2019,4,13,"20:00"
"2470",12.8,200,2.6,1012.4,10.6,86.5,22000,16093,1,0,"9","5",2019,4,13,"21:00"
"2471",15,240,4.1,1012.5,3.3,45.5,22000,16093,1,0,"9","5",2019,4,13,"22:00"
"2472",14.4,240,3.6,1012.7,-1.1,34.4,22000,16093,1,0,"9","5",2019,4,13,"23:00"
"2473",13.3,300,2.6,1012.8,-1.7,35.4,22000,16093,1,0,"9","5",2019,4,14,"00:00"
"2474",12.8,260,2.6,1012.8,-2.2,35.2,22000,16093,1,0,"9","5",2019,4,14,"01:00"
"2475",12.2,300,2.6,1013.1,-2.2,36.7,22000,16093,1,0,"9","5",2019,4,14,"02:00"
"2476",12.2,310,3.1,1013.2,-2.8,35.1,22000,16093,1,0,"9","5",2019,4,14,"03:00"
"2477",9.4,320,3.1,1013.4,-2.8,42.2,22000,16093,1,0,"9","5",2019,4,14,"04:00"
"2478",6.1,350,4.6,1014,-2.2,55.3,22000,16093,1,0,"9","5",2019,4,14,"05:00"
"2479",8.9,320,2.6,1014.5,-3.9,40.3,22000,16093,1,0,"9","5",2019,4,14,"06:00"
"2480",8.3,330,3.6,1015.1,-2.2,47.6,22000,16093,1,0,"9","5",2019,4,14,"07:00"
"2481",7.8,320,4.6,1015.4,-1.7,51.1,22000,16093,1,0,"9","5",2019,4,14,"08:00"
"2482",9.4,340,4.6,1015.4,-1.1,47.9,22000,16093,1,0,"9","5",2019,4,14,"09:00"
"2483",11.7,999,2.1,1015.2,-1.7,39.3,22000,16093,1,0,"9","5",2019,4,14,"10:00"
"2484",13.3,260,3.6,1015.4,-2.8,32.6,22000,16093,1,0,"9","5",2019,4,14,"11:00"
"2485",14.4,230,2.1,1015.1,-2.2,31.8,22000,16093,1,0,"9","5",2019,4,14,"12:00"
"2486",14.4,999,0,1014.5,-2.2,31.8,22000,16093,1,0,"9","5",2019,4,14,"13:00"
"2487",16.1,999,2.6,1013.8,-1.7,29.5,3353,16093,1,0,"9","5",2019,4,14,"14:00"
"2488",15,999,0,1012.4,-2.8,29.2,2896,16093,1,0,"9","5",2019,4,14,"15:00"
"2489",15.6,240,2.1,1011.7,-2.2,29.4,3353,16093,1,0,"9","5",2019,4,14,"16:00"
"2490",15,150,4.1,1011,0,35.9,22000,16093,1,0,"9","5",2019,4,14,"17:00"
"2491",13.3,210,2.6,1011.1,-0.6,38.4,2896,16093,1,0,"9","5",2019,4,14,"18:00"
"2492",12.2,999,1.5,1011.1,-1.1,39.7,2134,16093,1,0,"9","5",2019,4,14,"19:00"
"2493",10.6,999,0,1011.1,0.6,50,1829,16093,1,0,"2","5",2019,4,14,"20:00"
"2494",9.4,90,3.1,1010.3,2.8,63.4,1524,16093,1,0.5,"9","5",2019,4,14,"21:00"
"2495",7.8,40,3.1,1009.4,3.3,73.2,1372,9656,1,0.5,"9","5",2019,4,14,"22:00"
"2496",6.7,20,3.1,1008.5,4.4,85.3,1219,16093,1,2,"9","5",2019,4,14,"23:00"
"2497",6.7,20,3.1,1007.1,4.4,85.3,884,16093,1,0,"9","5",2019,4,15,"00:00"
"2498",6.7,50,2.1,1005.7,4.4,85.3,671,14484,1,0.3,"9","5",2019,4,15,"01:00"
"2499",5.6,30,3.1,1003.7,5,95.9,122,6437,1,0.2,"3","1",2019,4,15,"02:00"
"2500",5,30,4.1,1001.6,4.4,95.9,152,8047,1,0.7,"3","1",2019,4,15,"03:00"
"2501",5,50,2.6,999.5,4.4,95.9,122,4828,1,0,"2","1",2019,4,15,"04:00"
"2502",5,50,2.6,998.1,5,100,91,4023,1,1,"3","1",2019,4,15,"05:00"
"2503",5,10,2.6,995.8,5,100,91,2816,1,0.2,"3","1",2019,4,15,"06:00"
"2504",5,40,2.6,994.4,5,100,61,805,1,0.2,"3","1",2019,4,15,"07:00"
"2505",5,300,3.1,995.2,4.4,95.9,61,2012,1,0.2,"3","1",2019,4,15,"08:00"
"2506",5,10,3.1,993.9,4.4,95.9,91,16093,1,0,"2","1",2019,4,15,"09:00"
"2507",5.6,20,3.1,990.5,5,95.9,91,16093,1,0,"2","5",2019,4,15,"10:00"
"2508",5.6,999,0,989.6,5.6,100,91,16093,1,0,"9","5",2019,4,15,"11:00"
"2509",6.1,260,2.1,991.7,5.6,96.6,122,16093,1,0,"9","5",2019,4,15,"12:00"
"2510",6.7,240,2.6,991.1,5.6,92.7,152,16093,1,0,"9","5",2019,4,15,"13:00"
"2511",8.9,260,0,989.3,6.7,79.5,213,16093,1,0,"2","5",2019,4,15,"14:00"
"2512",11,190,2.1,988.3,7.8,80.1,3353,16093,1,0,"9","5",2019,4,15,"15:00"
"2513",13.3,230,2.6,987.9,8.3,71.7,3048,16093,1,0,"9","5",2019,4,15,"16:00"
"2514",13.3,270,2.1,987.5,8.9,74.7,2743,16093,1,0,"9","5",2019,4,15,"17:00"
"2515",11.7,290,0,988,9,81.9,701,8047,1,0.2,"3","1",2019,4,15,"18:00"
"2516",6.7,270,4.1,989.8,5.6,86,975,4023,1,1,"3","1",2019,4,15,"19:00"
"2517",5.6,330,9.8,991.1,3.3,85.1,1676,8047,1,3.6,"9","5",2019,4,15,"20:00"
"2518",5,310,3.6,992.7,3.9,92.6,1341,14484,1,1,"9","5",2019,4,15,"21:00"
"2519",5,280,3.6,993.5,2.8,85.7,884,12875,1,0,"2","1",2019,4,15,"22:00"
"2520",4.4,310,5.7,994.2,2.2,85.6,1341,16093,1,0.3,"9","5",2019,4,15,"23:00"
"2521",4.4,290,5.7,994.4,0,73.1,1676,16093,1,0,"2","5",2019,4,16,"00:00"
"2522",4.4,290,4.1,995.3,0,73.1,2743,16093,1,0,"9","5",2019,4,16,"01:00"
"2523",3.9,280,4.1,995.7,-0.6,72.5,2896,16093,1,0,"9","5",2019,4,16,"02:00"
"2524",3.3,290,4.6,996.8,-0.6,75.6,1341,16093,1,0,"2","5",2019,4,16,"03:00"
"2525",3.3,280,5.1,997.6,-0.6,75.6,1097,16093,1,0,"2","5",2019,4,16,"04:00"
"2526",3.9,280,4.6,998.5,-1.7,66.9,1494,16093,1,0,"9","5",2019,4,16,"05:00"
"2527",3.3,280,5.1,999.9,-2.2,67.2,1676,16093,1,0,"9","5",2019,4,16,"06:00"
"2528",3.3,290,5.1,1001.3,-2.2,67.2,2743,16093,1,0,"9","5",2019,4,16,"07:00"
"2529",4.4,280,7.7,1002.2,-1.7,64.6,22000,16093,1,0,"9","5",2019,4,16,"08:00"
"2530",5.6,290,7.2,1002.8,-2.2,57.2,22000,16093,1,0,"9","5",2019,4,16,"09:00"
"2531",6.7,290,6.7,1003.2,-2.2,53.1,1341,16093,1,0,"9","5",2019,4,16,"10:00"
"2532",7.8,300,9.8,1003.8,-2.8,47.1,22000,16093,1,0,"9","5",2019,4,16,"11:00"
"2533",7.2,300,11.8,1004.9,-2.8,49,1311,16093,1,0,"9","5",2019,4,16,"12:00"
"2534",7.8,310,8.2,1005.4,-1.7,51.1,1280,16093,1,0,"9","5",2019,4,16,"13:00"
"2535",7.2,310,7.7,1006.3,-2.2,51.3,1372,16093,1,0,"9","5",2019,4,16,"14:00"
"2536",7.8,290,8.2,1006.9,-2.2,49.2,1219,16093,1,0,"9","5",2019,4,16,"15:00"
"2537",6.7,290,8.8,1007.6,-2.8,50.7,1676,16093,1,0,"9","5",2019,4,16,"16:00"
"2538",6.1,290,9.3,1008.4,-2.8,52.9,1433,16093,1,0,"9","5",2019,4,16,"17:00"
"2539",5.6,300,9.3,1009.5,-3.3,52.8,1402,16093,1,0,"9","5",2019,4,16,"18:00"
"2540",5,310,5.1,1010.6,-3.3,55,1463,16093,1,0,"9","5",2019,4,16,"19:00"
"2541",5,310,5.1,1011.3,-3.3,55,1676,16093,1,0,"9","5",2019,4,16,"20:00"
"2542",5,300,5.1,1012.2,-2.8,57.1,1829,16093,1,0,"9","5",2019,4,16,"21:00"
"2543",3.9,310,2.6,1012.9,-2.2,64.4,22000,16093,1,0,"9","5",2019,4,16,"22:00"
"2544",3.9,300,3.6,1013,-2.8,61.6,22000,16093,1,0,"9","5",2019,4,16,"23:00"
"2545",3.3,290,2.6,1013.7,-2.8,64.3,22000,16093,1,0,"9","5",2019,4,17,"00:00"
"2546",2.8,280,2.1,1014.3,-2.8,66.6,22000,16093,1,0,"2","5",2019,4,17,"01:00"
"2547",2.8,300,2.1,1014.7,-2.8,66.6,22000,16093,1,0,"9","5",2019,4,17,"02:00"
"2548",2.2,300,2.1,1015.3,-2.8,69.5,22000,16093,1,0,"9","5",2019,4,17,"03:00"
"2549",1.7,280,2.1,1015.6,-2.8,72,22000,16093,1,0,"9","5",2019,4,17,"04:00"
"2550",2.2,260,1.5,1016.2,-2.8,69.5,22000,16093,1,0,"9","5",2019,4,17,"05:00"
"2551",1.1,290,3.1,1017,-2.8,75.2,22000,16093,1,0,"9","5",2019,4,17,"06:00"
"2552",2.8,310,2.6,1018.1,-2.2,69.6,22000,16093,1,0,"9","5",2019,4,17,"07:00"
"2553",5,330,3.6,1018.9,-2.2,59.7,22000,16093,1,0,"9","5",2019,4,17,"08:00"
"2554",7.2,360,5.7,1019.2,-3.3,47.2,22000,16093,1,0,"9","5",2019,4,17,"09:00"
"2555",8.3,360,6.7,1019.4,-3.3,43.8,22000,16093,1,0,"9","5",2019,4,17,"10:00"
"2556",9.4,300,3.1,1019.6,-3.9,38.9,22000,16093,1,0,"9","5",2019,4,17,"11:00"
"2557",10.6,320,4.6,1019.8,-5,33.1,22000,16093,1,0,"9","5",2019,4,17,"12:00"
"2558",12.2,10,5.1,1019.7,-5.6,28.4,22000,16093,1,0,"9","5",2019,4,17,"13:00"
"2559",12.8,340,4.1,1019.9,-7.2,24.2,22000,16093,1,0,"9","5",2019,4,17,"14:00"
"2560",13.9,10,5.7,1019.8,-7.8,21.5,22000,16093,1,0,"9","5",2019,4,17,"15:00"
"2561",13.9,10,5.7,1019.7,-8.9,19.7,22000,16093,1,0,"9","5",2019,4,17,"16:00"
"2562",13.9,320,4.1,1020.3,-10,18.1,22000,16093,1,0,"9","5",2019,4,17,"17:00"
"2563",13.3,360,5.1,1020.7,-9.4,19.7,22000,16093,1,0,"9","5",2019,4,17,"18:00"
"2564",12.2,10,3.6,1021.2,-8.3,23.1,22000,16093,1,0,"9","5",2019,4,17,"19:00"
"2565",10.6,360,2.1,1021.7,-8.3,25.7,22000,16093,1,0,"9","5",2019,4,17,"20:00"
"2566",8.9,999,0,1022.6,-8.3,28.8,22000,16093,1,0,"9","5",2019,4,17,"21:00"
"2567",10,290,1.5,1023.3,-8.9,25.5,22000,16093,1,0,"9","5",2019,4,17,"22:00"
"2568",5.6,999,0,1023.5,-6.1,42.7,22000,16093,1,0,"9","5",2019,4,17,"23:00"
"2569",4.4,999,0,1024.1,-3.9,54.8,22000,16093,1,0,"9","5",2019,4,18,"00:00"
"2570",3.9,999,0,1024.2,-3.9,56.8,22000,16093,1,0,"9","5",2019,4,18,"01:00"
"2571",1.7,210,1.5,1023.9,-4.4,63.9,22000,16093,1,0,"9","5",2019,4,18,"02:00"
"2572",0.6,999,0,1023.9,-4.4,69.2,22000,16093,1,0,"9","5",2019,4,18,"03:00"
"2573",-1.1,999,0,1024.1,-4.4,78.3,22000,16093,1,0,"9","5",2019,4,18,"04:00"
"2574",-0.6,180,2.1,1024,-3.3,82,22000,16093,1,0,"9","5",2019,4,18,"05:00"
"2575",-1.1,999,0,1024.4,-3.9,81.3,22000,14484,1,0,"9","5",2019,4,18,"06:00"
"2576",0,999,0,1024.7,-3.3,78.5,22000,16093,1,0,"9","5",2019,4,18,"07:00"
"2577",2.8,999,0,1024.7,-1.1,75.5,22000,16093,1,0,"9","5",2019,4,18,"08:00"
"2578",7.2,999,2.1,1024.8,-1.1,55.6,22000,16093,1,0,"9","5",2019,4,18,"09:00"
"2579",8.3,180,3.1,1024.3,-1.1,51.6,3353,16093,1,0,"9","5",2019,4,18,"10:00"
"2580",9.4,190,4.1,1023.9,-3.3,40.7,3048,16093,1,0,"9","5",2019,4,18,"11:00"
"2581",8.9,200,5.1,1023.4,-4.4,38.8,2438,16093,1,0,"9","5",2019,4,18,"12:00"
"2582",8.3,200,4.6,1024.1,-2.8,45.5,1981,16093,1,0,"2","5",2019,4,18,"13:00"
"2583",7.2,190,3.6,1023.8,-2.8,49,1829,16093,1,0,"9","5",2019,4,18,"14:00"
"2584",6.7,160,5.1,1022.8,0,62.3,1829,16093,1,0,"9","5",2019,4,18,"15:00"
"2585",6.7,180,5.1,1021.9,-1.7,55,1829,16093,1,0,"9","5",2019,4,18,"16:00"
"2586",6.1,170,5.1,1021.4,0,65,1676,16093,1,0,"9","5",2019,4,18,"17:00"
"2587",6.1,180,4.1,1020.2,1.1,70.3,1463,16093,1,0,"9","5",2019,4,18,"18:00"
"2588",5.6,170,4.6,1019,2.2,78.8,518,16093,1,0,"2","1",2019,4,18,"19:00"
"2589",4.4,170,4.1,1017.6,3.3,88.8,183,4023,1,0,"2","1",2019,4,18,"20:00"
"2590",5,180,3.6,1017.1,4,93.2,122,4023,1,0,"2","1",2019,4,18,"21:00"
"2591",5.6,160,2.6,1015.4,5,93.3,122,4023,1,0,"2","1",2019,4,18,"22:00"
"2592",5.6,170,3.6,1013.8,5,93.3,122,4023,1,0.5,"3","1",2019,4,18,"23:00"
"2593",5.6,180,0,1013.2,5.6,100,91,2816,1,0.3,"9","5",2019,4,19,"00:00"
"2594",5.6,170,1.5,1011.9,5.6,100,91,805,1,0,"2","1",2019,4,19,"01:00"
"2595",6.1,160,2.1,1010.3,6.1,100,61,402,1,0,"2","1",2019,4,19,"02:00"
"2596",6.1,200,1.5,1009.4,6.1,100,61,402,1,0.3,"9","5",2019,4,19,"03:00"
"2597",6.1,180,1.5,1008.6,6.1,100,61,402,1,0,"9","5",2019,4,19,"04:00"
"2598",6.1,180,2.1,1008.2,6.1,100,61,805,1,0,"9","5",2019,4,19,"05:00"
"2599",6.1,170,2.1,1008.2,6.1,100,61,402,1,0,"9","5",2019,4,19,"06:00"
"2600",7.2,200,3.6,1008,7.2,100,61,402,1,0,"9","5",2019,4,19,"07:00"
"2601",8.3,190,4.1,1008.1,8.3,100,61,402,1,0,"9","5",2019,4,19,"08:00"
"2602",9.4,190,2.1,1007.9,9.4,100,61,402,1,0,"9","5",2019,4,19,"09:00"
"2603",10.6,180,3.6,1007.6,10.6,100,61,4828,1,0,"9","5",2019,4,19,"10:00"
"2604",12.8,190,2.6,1007.9,12.2,96.1,152,16093,1,0,"9","5",2019,4,19,"11:00"
"2605",16.1,190,4.1,1007.8,13.3,80.4,884,16093,1,0,"9","5",2019,4,19,"12:00"
"2606",17.2,200,3.6,1007.2,13.3,77.8,1097,16093,1,0,"9","5",2019,4,19,"13:00"
"2607",15.6,160,4.6,1007,12.2,80.2,1524,16093,1,0,"9","5",2019,4,19,"14:00"
"2608",17.2,170,2.1,1006.4,12.8,75.3,1829,16093,1,0,"9","5",2019,4,19,"15:00"
"2609",17.2,150,3.6,1006.2,12.2,72.4,1981,16093,1,0,"9","5",2019,4,19,"16:00"
"2610",17.2,170,4.1,1006.1,12.2,72.4,1981,16093,1,0,"9","5",2019,4,19,"17:00"
"2611",17.8,180,4.6,1006.3,12.8,72.5,22000,16093,1,0,"9","5",2019,4,19,"18:00"
"2612",16.7,180,5.1,1006.7,12.8,77.8,2896,16093,1,0,"9","5",2019,4,19,"19:00"
"2613",15,170,5.1,1007.4,12.2,83.4,22000,16093,1,0,"9","5",2019,4,19,"20:00"
"2614",15,190,3.6,1007.8,12.8,86.7,22000,16093,1,0,"9","5",2019,4,19,"21:00"
"2615",14.4,190,5.7,1008.5,12.8,90.1,22000,16093,1,0,"9","5",2019,4,19,"22:00"
"2616",14.4,200,3.1,1008.5,13.3,93.1,3048,16093,1,0,"9","5",2019,4,19,"23:00"
"2617",13.9,180,2.6,1008.6,13,93.7,183,14484,1,0,"2","1",2019,4,20,"00:00"
"2618",13.3,160,4.1,1008.7,13.3,100,61,1207,1,0,"2","1",2019,4,20,"01:00"
"2619",13.9,170,3.6,1008.3,13.9,100,61,1207,1,0.5,"9","5",2019,4,20,"02:00"
"2620",14.4,170,4.1,1007.9,14.4,100,61,2816,1,0.7,"3","1",2019,4,20,"03:00"
"2621",15,180,6.7,1007.5,14.4,96.2,122,6437,1,4.1,"9","5",2019,4,20,"04:00"
"2622",15,180,4.6,1007.4,15,100,91,8047,1,0.5,"9","5",2019,4,20,"05:00"
"2623",15,190,5.1,1007.7,15,100,61,4023,1,0.3,"9","5",2019,4,20,"06:00"
"2624",14.4,190,4.6,1008.5,14.4,96.2,61,2816,1,0,"2","1",2019,4,20,"07:00"
"2625",14.4,190,5.1,1009.2,14.4,100,61,6437,1,0.3,"9","5",2019,4,20,"08:00"
"2626",15,190,5.7,1010,15,100,122,16093,1,0,"2","5",2019,4,20,"09:00"
"2627",15.6,200,4.1,1010.9,15.6,100,91,6437,1,0,"2","5",2019,4,20,"10:00"
"2628",16.1,190,4.6,1011.9,15.6,96.9,91,12875,1,0,"9","5",2019,4,20,"11:00"
"2629",16.1,190,4.6,1012.9,15.6,96.9,91,11265,1,0,"9","5",2019,4,20,"12:00"
"2630",15.6,170,4.6,1013.7,15,96.2,91,11265,1,0,"9","5",2019,4,20,"13:00"
"2631",15,150,0,1014.3,15,100,91,1207,1,0.5,"3","1",2019,4,20,"14:00"
"2632",14,150,2.6,1014.1,14,100,61,402,1,0,"2","1",2019,4,20,"15:00"
"2633",14.4,160,3.1,1013.9,14.4,100,61,0,1,0,"9","5",2019,4,20,"16:00"
"2634",14.4,150,3.6,1014.1,14.4,100,61,0,1,0.5,"9","5",2019,4,20,"17:00"
"2635",13.9,160,2.6,1014.8,13.9,100,61,805,1,0.3,"3","1",2019,4,20,"18:00"
"2636",14,160,3.6,1015.1,14,100,91,2012,1,0,"2","1",2019,4,20,"19:00"
"2637",13.9,170,3.6,1015.5,13.9,100,61,805,1,0,"2","1",2019,4,20,"20:00"
"2638",13.3,160,3.1,1015.8,13.3,100,61,402,1,0,"9","5",2019,4,20,"21:00"
"2639",12.8,140,3.1,1016.1,12.8,100,61,402,1,0,"2","5",2019,4,20,"22:00"
